Date	Open	Change %
05/17/1995	528.19	-0.21%
05/18/1995	526.88	-1.42%
05/19/1995	519.58	-0.08%
05/22/1995	519.19	0.86%
05/23/1995	523.65	0.94%
05/24/1995	528.59	0.00%
05/25/1995	528.37	-0.00%
05/26/1995	528.59	-0.93%
05/30/1995	523.65	-0.01%
05/31/1995	523.7	1.88%
06/01/1995	533.4	0.02%
06/02/1995	533.49	-0.18%
06/05/1995	532.51	0.58%
06/06/1995	535.6	-0.01%
06/07/1995	535.55	-0.45%
06/08/1995	533.13	-0.15%
06/09/1995	532.35	-0.83%
06/12/1995	527.94	0.56%
06/13/1995	530.88	0.97%
06/14/1995	536.05	0.08%
06/15/1995	536.48	0.12%
06/16/1995	537.51	0.50%
06/19/1995	539.83	1.00%
06/20/1995	545.22	-0.04%
06/21/1995	544.98	-0.18%
06/22/1995	543.98	1.30%
06/23/1995	551.07	-0.25%
06/26/1995	549.71	-1.02%
06/27/1995	544.11	-0.31%
06/28/1995	542.43	0.42%
06/29/1995	544.73	-0.16%
06/30/1995	543.87	0.16%
07/03/1995	544.75	0.43%
07/05/1995	547.09	0.03%
07/06/1995	547.26	1.23%
07/07/1995	553.9	0.43%
07/10/1995	556.37	0.15%
07/11/1995	556.78	-0.43%
07/12/1995	555.27	1.10%
07/13/1995	560.89	0.02%
07/14/1995	561.0	-0.20%
07/17/1995	560.34	0.51%
07/18/1995	562.55	-0.76%
07/19/1995	556.58	-1.34%
07/20/1995	550.98	0.46%
07/21/1995	553.34	0.01%
07/24/1995	553.62	0.54%
07/25/1995	556.63	0.80%
07/26/1995	561.1	0.09%
07/27/1995	561.61	0.64%
07/28/1995	565.22	-0.41%
07/31/1995	562.93	-0.15%
08/01/1995	562.06	-0.43%
08/02/1995	559.64	-0.15%
08/03/1995	558.8	-0.01%
08/04/1995	558.75	0.03%
08/07/1995	558.94	0.20%
08/08/1995	560.03	0.06%
08/09/1995	560.39	-0.12%
08/10/1995	559.71	-0.40%
08/11/1995	557.45	-0.42%
08/14/1995	555.11	0.83%
08/15/1995	559.74	-0.21%
08/16/1995	558.57	0.25%
08/17/1995	559.97	-0.17%
08/18/1995	559.04	0.03%
08/21/1995	559.21	-0.20%
08/22/1995	558.11	0.25%
08/23/1995	559.52	-0.43%
08/24/1995	557.14	0.06%
08/25/1995	557.46	0.47%
08/28/1995	560.1	-0.19%
08/29/1995	559.05	0.17%
08/30/1995	560.0	0.16%
08/31/1995	561.09	0.17%
09/01/1995	561.88	0.35%
09/05/1995	563.86	0.95%
09/06/1995	569.17	0.18%
09/07/1995	570.17	0.02%
09/08/1995	570.29	0.42%
09/11/1995	572.68	0.21%
09/12/1995	573.91	0.45%
09/13/1995	576.51	0.39%
09/14/1995	578.77	0.84%
09/15/1995	583.61	-0.04%
09/18/1995	583.35	-0.10%
09/19/1995	582.78	0.25%
09/20/1995	584.2	0.44%
09/21/1995	586.77	-0.64%
09/22/1995	583.0	-0.22%
09/25/1995	581.73	0.01%
09/26/1995	581.81	-0.07%
09/27/1995	581.41	-0.06%
09/28/1995	581.04	0.83%
09/29/1995	585.87	-0.25%
10/02/1995	584.41	-0.46%
10/03/1995	581.72	0.11%
10/04/1995	582.34	-0.15%
10/05/1995	581.47	0.20%
10/06/1995	582.63	-0.02%
10/09/1995	582.49	-0.71%
10/10/1995	578.37	-0.15%
10/11/1995	577.52	0.34%
10/12/1995	579.46	0.63%
10/13/1995	583.1	0.24%
10/16/1995	584.5	-0.25%
10/17/1995	583.03	0.64%
10/18/1995	586.78	0.11%
10/19/1995	587.44	0.55%
10/20/1995	590.65	-0.54%
10/23/1995	587.46	-0.41%
10/24/1995	585.06	0.25%
10/25/1995	586.54	-0.69%
10/26/1995	582.47	-0.99%
10/27/1995	576.72	0.52%
10/30/1995	579.7	0.61%
10/31/1995	583.25	-0.30%
11/01/1995	581.5	0.47%
11/02/1995	584.22	0.94%
11/03/1995	589.72	0.14%
11/06/1995	590.57	-0.36%
11/07/1995	588.46	-0.36%
11/08/1995	586.32	0.92%
11/09/1995	591.71	0.26%
11/10/1995	593.26	-0.09%
11/13/1995	592.72	-0.07%
11/14/1995	592.3	-0.51%
11/15/1995	589.29	0.79%
11/16/1995	593.96	0.57%
11/17/1995	597.34	0.46%
11/20/1995	600.07	-0.54%
11/21/1995	596.85	0.57%
11/22/1995	600.24	-0.31%
11/24/1995	598.4	0.26%
11/27/1995	599.97	0.23%
11/28/1995	601.32	0.85%
11/29/1995	606.45	0.20%
11/30/1995	607.64	-0.37%
12/01/1995	605.37	0.27%
12/04/1995	606.98	1.10%
12/05/1995	613.68	0.65%
12/06/1995	617.68	0.40%
12/07/1995	620.18	-0.65%
12/08/1995	616.17	0.21%
12/11/1995	617.48	0.33%
12/12/1995	619.52	-0.12%
12/13/1995	618.78	0.47%
12/14/1995	621.69	-0.77%
12/15/1995	616.92	-0.09%
12/18/1995	616.34	-1.55%
12/19/1995	606.81	0.84%
12/20/1995	611.93	-0.98%
12/21/1995	605.94	0.75%
12/22/1995	610.49	0.24%
12/26/1995	611.96	0.38%
12/27/1995	614.3	0.04%
12/28/1995	614.53	-0.07%
12/29/1995	614.12	0.29%
01/02/1996	615.93	0.78%
01/03/1996	620.73	0.10%
01/04/1996	621.32	-0.58%
01/05/1996	617.7	-0.16%
01/08/1996	616.71	0.28%
01/09/1996	618.46	-1.46%
01/10/1996	609.45	-1.80%
01/11/1996	598.48	0.70%
01/12/1996	602.69	-0.15%
01/15/1996	601.81	-0.33%
01/16/1996	599.82	1.44%
01/17/1996	608.44	-0.34%
01/18/1996	606.37	0.31%
01/19/1996	608.24	0.59%
01/22/1996	611.83	0.26%
01/23/1996	613.4	-0.10%
01/24/1996	612.79	1.17%
01/25/1996	619.96	-0.47%
01/26/1996	617.03	0.74%
01/29/1996	621.62	0.42%
01/30/1996	624.22	0.95%
01/31/1996	630.15	0.93%
02/01/1996	636.02	0.38%
02/02/1996	638.46	-0.41%
02/05/1996	635.84	0.88%
02/06/1996	641.43	0.76%
02/07/1996	646.33	0.56%
02/08/1996	649.93	0.94%
02/09/1996	656.07	0.05%
02/12/1996	656.37	0.77%
02/13/1996	661.45	-0.14%
02/14/1996	660.51	-0.75%
02/15/1996	655.58	-0.65%
02/16/1996	651.32	-0.51%
02/20/1996	647.98	-1.13%
02/21/1996	640.65	1.16%
02/22/1996	648.1	1.66%
02/23/1996	658.86	0.03%
02/26/1996	659.08	-1.31%
02/27/1996	650.46	-0.50%
02/28/1996	647.24	-0.38%
02/29/1996	644.75	-0.67%
03/01/1996	640.43	0.62%
03/04/1996	644.37	1.00%
03/05/1996	650.81	0.77%
03/06/1996	655.79	-0.58%
03/07/1996	652.0	0.25%
03/08/1996	653.65	-3.08%
03/11/1996	633.5	1.03%
03/12/1996	640.02	-0.46%
03/13/1996	637.09	0.23%
03/14/1996	638.55	0.36%
03/15/1996	640.87	0.09%
03/18/1996	641.43	1.75%
03/19/1996	652.65	-0.15%
03/20/1996	651.69	-0.26%
03/21/1996	649.98	-0.12%
03/22/1996	649.19	0.22%
03/25/1996	650.62	-0.09%
03/26/1996	650.04	0.45%
03/27/1996	652.97	-0.62%
03/28/1996	648.91	0.00%
03/29/1996	648.94	-0.53%
04/01/1996	645.5	1.27%
04/02/1996	653.73	0.23%
04/03/1996	655.26	0.09%
04/04/1996	655.88	-0.00%
04/08/1996	655.86	-1.77%
04/09/1996	644.24	-0.32%
04/10/1996	642.19	-1.35%
04/11/1996	633.5	-0.37%
04/12/1996	631.18	0.88%
04/15/1996	636.71	0.91%
04/16/1996	642.49	0.39%
04/17/1996	645.0	-0.53%
04/18/1996	641.61	0.31%
04/19/1996	643.61	0.23%
04/22/1996	645.07	0.44%
04/23/1996	647.89	0.57%
04/24/1996	651.58	-0.22%
04/25/1996	650.17	0.42%
04/26/1996	652.87	0.09%
04/29/1996	653.46	0.11%
04/30/1996	654.16	0.00%
05/01/1996	654.17	0.06%
05/02/1996	654.58	-1.71%
05/03/1996	643.38	-0.27%
05/06/1996	641.63	-0.13%
05/07/1996	640.81	-0.40%
05/08/1996	638.26	1.02%
05/09/1996	644.77	0.10%
05/10/1996	645.44	1.03%
05/13/1996	652.09	1.44%
05/14/1996	661.51	0.62%
05/15/1996	665.6	-0.03%
05/16/1996	665.42	-0.09%
05/17/1996	664.85	0.61%
05/20/1996	668.91	0.63%
05/21/1996	673.15	-0.06%
05/22/1996	672.76	0.84%
05/23/1996	678.42	-0.36%
05/24/1996	676.0	0.37%
05/28/1996	678.51	-0.93%
05/29/1996	672.23	-0.64%
05/30/1996	667.93	0.56%
05/31/1996	671.7	-0.38%
06/03/1996	669.12	-0.22%
06/04/1996	667.68	0.73%
06/05/1996	672.56	0.87%
06/06/1996	678.44	-0.80%
06/07/1996	673.03	0.04%
06/10/1996	673.31	-0.17%
06/11/1996	672.16	-0.18%
06/12/1996	670.97	-0.29%
06/13/1996	669.04	-0.17%
06/14/1996	667.92	-0.31%
06/17/1996	665.85	-0.10%
06/18/1996	665.16	-0.47%
06/19/1996	662.06	-0.02%
06/20/1996	661.96	0.02%
06/21/1996	662.1	0.72%
06/24/1996	666.84	0.30%
06/25/1996	668.85	-0.06%
06/26/1996	668.48	-0.61%
06/27/1996	664.39	0.63%
06/28/1996	668.55	0.31%
07/01/1996	670.63	0.78%
07/02/1996	675.88	-0.34%
07/03/1996	673.61	-0.18%
07/05/1996	672.4	-2.22%
07/08/1996	657.44	-0.75%
07/09/1996	652.54	0.34%
07/10/1996	654.75	0.20%
07/11/1996	656.06	-1.58%
07/12/1996	645.67	0.08%
07/15/1996	646.19	-2.54%
07/16/1996	629.8	-0.23%
07/17/1996	628.37	0.91%
07/18/1996	634.07	1.50%
07/19/1996	643.51	-0.75%
07/22/1996	638.73	-0.78%
07/23/1996	633.79	-1.09%
07/24/1996	626.19	-0.04%
07/25/1996	626.65	0.72%
07/26/1996	631.17	0.75%
07/29/1996	635.9	-0.78%
07/30/1996	630.91	0.69%
07/31/1996	635.26	0.74%
08/01/1996	639.95	1.57%
08/02/1996	650.02	1.92%
08/05/1996	662.49	-0.34%
08/06/1996	660.23	0.33%
08/07/1996	662.38	0.27%
08/08/1996	664.16	-0.24%
08/09/1996	662.59	-0.07%
08/12/1996	662.1	0.55%
08/13/1996	665.77	-0.84%
08/14/1996	660.2	0.28%
08/15/1996	662.05	0.03%
08/16/1996	662.28	0.44%
08/19/1996	665.21	0.21%
08/20/1996	666.58	-0.13%
08/21/1996	665.69	-0.09%
08/22/1996	665.07	0.84%
08/23/1996	670.68	-0.54%
08/26/1996	667.03	-0.47%
08/27/1996	663.88	0.38%
08/28/1996	666.4	-0.24%
08/29/1996	664.81	-1.11%
08/30/1996	657.4	-0.82%
09/03/1996	651.99	0.42%
09/04/1996	654.72	0.14%
09/05/1996	655.61	-0.94%
09/06/1996	649.44	0.96%
09/09/1996	655.68	1.23%
09/10/1996	663.76	0.01%
09/11/1996	663.81	0.52%
09/12/1996	667.28	0.58%
09/13/1996	671.15	1.40%
09/16/1996	680.54	0.51%
09/17/1996	683.98	-0.15%
09/18/1996	682.94	-0.22%
09/19/1996	681.47	0.22%
09/20/1996	683.0	0.59%
09/23/1996	687.03	-0.08%
09/24/1996	686.48	-0.13%
09/25/1996	685.61	0.03%
09/26/1996	685.83	0.00%
09/27/1996	685.86	0.05%
09/30/1996	686.19	0.17%
10/01/1996	687.31	0.25%
10/02/1996	689.08	0.72%
