Date	Open	Change %
05/20/1969	104.97	-0.89%
05/21/1969	104.04	0.41%
05/22/1969	104.47	0.12%
05/23/1969	104.6	-0.01%
05/26/1969	104.59	-0.22%
05/27/1969	104.36	-0.76%
05/28/1969	103.57	-0.30%
05/29/1969	103.26	0.19%
06/02/1969	103.46	-0.50%
06/03/1969	102.94	-0.30%
06/04/1969	102.63	-0.04%
06/05/1969	102.59	0.17%
06/06/1969	102.76	-0.62%
06/09/1969	102.12	-0.90%
06/10/1969	101.2	-0.77%
06/11/1969	100.42	-1.36%
06/12/1969	99.05	-0.80%
06/13/1969	98.26	0.40%
06/16/1969	98.65	-0.33%
06/17/1969	98.32	-0.38%
06/18/1969	97.95	-0.14%
06/19/1969	97.81	-0.58%
06/20/1969	97.24	-0.59%
06/23/1969	96.67	-0.46%
06/24/1969	96.29	1.13%
06/25/1969	97.32	-0.32%
06/26/1969	97.01	0.25%
06/27/1969	97.25	0.08%
06/30/1969	97.33	0.39%
07/01/1969	97.71	0.38%
07/02/1969	98.08	0.88%
07/03/1969	98.94	0.68%
07/07/1969	99.61	-0.58%
07/08/1969	98.98	-1.41%
07/09/1969	97.63	-0.77%
07/10/1969	96.88	-1.55%
07/11/1969	95.38	0.41%
07/14/1969	95.77	-1.27%
07/15/1969	94.55	-0.33%
07/16/1969	94.24	1.00%
07/17/1969	95.18	0.61%
07/18/1969	95.76	-0.85%
07/22/1969	94.95	-1.51%
07/23/1969	93.52	-0.43%
07/24/1969	93.12	-0.34%
07/25/1969	92.8	-0.80%
07/28/1969	91.91	-2.01%
07/29/1969	90.21	-0.81%
07/30/1969	89.48	0.50%
07/31/1969	89.96	2.11%
08/01/1969	91.92	1.79%
08/04/1969	93.47	-0.51%
08/05/1969	92.99	0.45%
08/06/1969	93.41	0.55%
08/07/1969	93.92	0.07%
08/08/1969	93.99	-0.05%
08/11/1969	93.94	-0.62%
08/12/1969	93.36	-0.78%
08/13/1969	92.63	0.08%
08/14/1969	92.7	0.69%
08/15/1969	93.34	0.71%
08/18/1969	94.0	0.61%
08/19/1969	94.57	0.53%
08/20/1969	95.07	0.00%
08/21/1969	95.07	0.29%
08/22/1969	95.35	0.60%
08/25/1969	95.92	-1.03%
08/26/1969	94.93	-0.66%
08/27/1969	94.3	0.20%
08/28/1969	94.49	0.42%
08/29/1969	94.89	0.65%
09/02/1969	95.51	0.03%
09/03/1969	95.54	-0.59%
09/04/1969	94.98	-0.82%
09/05/1969	94.2	-0.59%
09/08/1969	93.64	-1.00%
09/09/1969	92.7	0.73%
09/10/1969	93.38	1.68%
09/11/1969	94.95	-0.77%
09/12/1969	94.22	-0.10%
09/15/1969	94.13	0.79%
09/16/1969	94.87	0.08%
09/17/1969	94.95	-0.20%
09/18/1969	94.76	0.15%
09/19/1969	94.9	0.31%
09/22/1969	95.19	0.46%
09/23/1969	95.63	0.00%
09/24/1969	95.63	-0.14%
09/25/1969	95.5	-0.76%
09/26/1969	94.77	-0.64%
09/29/1969	94.16	-0.80%
09/30/1969	93.41	-0.31%
10/01/1969	93.12	-0.64%
10/02/1969	92.52	0.78%
10/03/1969	93.24	-0.05%
10/06/1969	93.19	0.20%
10/07/1969	93.38	-0.31%
10/08/1969	93.09	-0.45%
10/09/1969	92.67	0.39%
10/10/1969	93.03	0.57%
10/13/1969	93.56	1.06%
10/14/1969	94.55	1.22%
10/15/1969	95.7	0.02%
10/16/1969	95.72	0.68%
10/17/1969	96.37	-0.11%
10/20/1969	96.26	0.21%
10/21/1969	96.46	0.77%
10/22/1969	97.2	0.65%
10/23/1969	97.83	-0.38%
10/24/1969	97.46	0.68%
10/27/1969	98.12	-0.15%
10/28/1969	97.97	-0.32%
10/29/1969	97.66	-0.87%
10/30/1969	96.81	0.12%
10/31/1969	96.93	0.20%
11/03/1969	97.12	0.03%
11/04/1969	97.15	0.06%
11/05/1969	97.21	0.44%
11/06/1969	97.64	0.03%
11/07/1969	97.67	0.60%
11/10/1969	98.26	0.07%
11/11/1969	98.33	-0.26%
11/12/1969	98.07	-0.18%
11/13/1969	97.89	-0.48%
11/14/1969	97.42	-0.36%
11/17/1969	97.07	-0.68%
11/18/1969	96.41	-0.02%
11/19/1969	96.39	-0.51%
11/20/1969	95.9	-1.03%
11/21/1969	94.91	-0.62%
11/24/1969	94.32	-1.15%
11/25/1969	93.24	-0.32%
11/26/1969	92.94	0.36%
11/28/1969	93.27	0.58%
12/01/1969	93.81	-0.63%
12/02/1969	93.22	-0.61%
12/03/1969	92.65	-1.08%
12/04/1969	91.65	0.33%
12/05/1969	91.95	-0.24%
12/08/1969	91.73	-0.97%
12/09/1969	90.84	-0.32%
12/10/1969	90.55	-0.08%
12/11/1969	90.48	0.04%
12/12/1969	90.52	0.32%
12/15/1969	90.81	-0.30%
12/16/1969	90.54	-0.91%
12/17/1969	89.72	-0.58%
12/18/1969	89.2	1.58%
12/19/1969	90.61	0.85%
12/22/1969	91.38	-0.88%
12/23/1969	90.58	-0.39%
12/24/1969	90.23	1.05%
12/26/1969	91.18	0.78%
12/29/1969	91.89	-0.70%
12/30/1969	91.25	0.38%
12/31/1969	91.6	0.50%
01/02/1970	92.06	1.02%
01/05/1970	93.0	0.49%
01/06/1970	93.46	-0.68%
01/07/1970	92.82	-0.20%
01/08/1970	92.63	0.05%
01/09/1970	92.68	-0.30%
01/12/1970	92.4	-0.76%
01/13/1970	91.7	0.24%
01/14/1970	91.92	-0.29%
01/15/1970	91.65	0.03%
01/16/1970	91.68	-0.83%
01/19/1970	90.72	-1.40%
01/20/1970	89.65	0.20%
01/21/1970	89.83	0.13%
01/22/1970	89.95	0.10%
01/23/1970	90.04	-0.74%
01/26/1970	89.23	-1.34%
01/27/1970	88.17	-0.62%
01/28/1970	87.62	-0.95%
01/29/1970	86.79	-1.27%
01/30/1970	85.69	-0.78%
02/02/1970	85.02	0.86%
02/03/1970	85.75	1.19%
02/04/1970	86.77	-0.61%
02/05/1970	86.24	-0.39%
02/06/1970	85.9	0.50%
02/09/1970	86.33	0.79%
02/10/1970	87.01	-1.05%
02/11/1970	86.1	0.98%
02/12/1970	86.94	-0.24%
02/13/1970	86.73	-0.22%
02/16/1970	86.54	-0.08%
02/17/1970	86.47	-0.12%
02/18/1970	86.37	1.24%
02/19/1970	87.44	0.37%
02/20/1970	87.76	0.31%
02/24/1970	88.03	-0.05%
02/25/1970	87.99	1.55%
02/26/1970	89.35	-0.50%
02/27/1970	88.9	0.67%
03/02/1970	89.5	0.23%
03/03/1970	89.71	0.58%
03/04/1970	90.23	-0.21%
03/05/1970	90.04	-0.04%
03/06/1970	90.0	-0.62%
03/09/1970	89.43	-1.04%
03/10/1970	88.51	0.27%
03/11/1970	88.75	-0.07%
03/12/1970	88.69	-0.41%
03/13/1970	88.33	-0.53%
03/16/1970	87.86	-1.08%
03/17/1970	86.91	0.44%
03/18/1970	87.29	0.29%
03/19/1970	87.54	-0.14%
03/20/1970	87.42	-0.41%
03/23/1970	87.06	-0.08%
03/24/1970	86.99	1.14%
03/25/1970	88.11	2.03%
03/26/1970	89.77	0.17%
03/30/1970	89.92	-0.32%
03/31/1970	89.63	0.00%
04/01/1970	89.63	0.49%
04/02/1970	90.07	-0.31%
04/03/1970	89.79	-0.45%
04/06/1970	89.39	-0.70%
04/07/1970	88.76	-0.27%
04/08/1970	88.52	-0.03%
04/09/1970	88.49	0.05%
04/10/1970	88.53	-0.33%
04/13/1970	88.24	-0.68%
04/14/1970	87.64	-0.86%
04/15/1970	86.89	-0.18%
04/16/1970	86.73	-0.98%
04/17/1970	85.88	-0.24%
04/20/1970	85.67	0.19%
04/21/1970	85.83	-0.52%
04/22/1970	85.38	-1.30%
04/23/1970	84.27	-1.46%
04/24/1970	83.04	-0.33%
04/27/1970	82.77	-1.58%
04/28/1970	81.46	-1.46%
04/29/1970	80.27	1.92%
04/30/1970	81.81	-0.35%
05/01/1970	81.52	-0.10%
05/04/1970	81.28	-2.54%
05/05/1970	79.37	-0.97%
05/06/1970	78.6	1.11%
05/07/1970	79.47	0.45%
05/08/1970	79.83	-0.49%
05/11/1970	79.44	-1.06%
05/12/1970	78.6	-0.95%
05/13/1970	77.75	-1.70%
05/14/1970	76.53	-1.42%
05/15/1970	75.44	1.94%
05/18/1970	76.9	0.08%
05/19/1970	76.96	-1.95%
05/20/1970	75.35	-2.57%
05/21/1970	73.51	-1.85%
05/22/1970	72.16	0.12%
05/25/1970	72.16	-2.77%
05/26/1970	70.25	-1.37%
05/27/1970	69.37	5.02%
05/28/1970	72.77	2.53%
05/29/1970	74.61	2.60%
06/01/1970	76.55	1.69%
06/02/1970	77.84	0.00%
06/03/1970	77.84	0.87%
06/04/1970	78.52	-1.48%
06/05/1970	77.36	-1.54%
06/08/1970	76.17	0.16%
06/09/1970	76.29	-0.05%
06/10/1970	76.25	-1.01%
06/11/1970	75.48	-1.36%
06/12/1970	74.45	-0.77%
06/15/1970	73.88	0.95%
06/16/1970	74.58	2.11%
06/17/1970	76.15	-0.20%
06/18/1970	76.0	0.67%
06/19/1970	76.51	0.71%
06/22/1970	77.05	-0.53%
06/23/1970	76.64	-2.45%
06/24/1970	74.76	-1.06%
06/25/1970	73.97	0.07%
06/26/1970	74.02	-0.74%
06/29/1970	73.47	-0.79%
06/30/1970	72.89	-0.23%
07/01/1970	72.72	0.30%
07/02/1970	72.94	-0.03%
07/06/1970	72.92	-1.56%
07/07/1970	71.78	-0.77%
07/08/1970	71.23	2.48%
07/09/1970	73.0	1.45%
07/10/1970	74.06	0.53%
07/13/1970	74.45	0.13%
07/14/1970	74.55	-0.17%
07/15/1970	74.42	1.09%
07/16/1970	75.23	1.48%
07/17/1970	76.37	1.77%
07/20/1970	77.69	0.13%
07/21/1970	77.79	-1.04%
07/22/1970	76.98	0.06%
07/23/1970	77.03	1.26%
07/24/1970	78.0	-0.23%
07/27/1970	77.82	-0.22%
07/28/1970	77.65	0.15%
07/29/1970	77.77	0.35%
07/30/1970	78.04	0.04%
07/31/1970	78.07	-0.03%
08/03/1970	78.05	-1.32%
08/04/1970	77.02	0.22%
08/05/1970	77.19	-0.01%
08/06/1970	77.18	-0.13%
08/07/1970	77.08	0.26%
08/10/1970	77.28	-1.40%
08/11/1970	76.2	-0.50%
08/12/1970	75.82	-0.53%
08/13/1970	75.42	-0.88%
08/14/1970	74.76	0.56%
08/17/1970	75.18	0.20%
08/18/1970	75.33	1.15%
08/19/1970	76.2	1.00%
08/20/1970	76.96	1.14%
08/21/1970	77.84	1.80%
08/24/1970	79.41	2.21%
08/25/1970	80.99	0.16%
08/26/1970	81.12	0.11%
08/27/1970	81.21	-0.16%
08/28/1970	81.08	0.96%
08/31/1970	81.86	-0.42%
09/01/1970	81.52	-0.70%
09/02/1970	80.95	0.01%
09/03/1970	80.96	1.40%
09/04/1970	82.09	0.90%
09/08/1970	82.83	0.25%
09/09/1970	83.04	-0.30%
09/10/1970	82.79	-0.59%
09/11/1970	82.3	0.27%
09/14/1970	82.52	-0.55%
09/15/1970	82.07	-0.87%
09/16/1970	81.36	0.53%
09/17/1970	81.79	0.61%
09/18/1970	82.29	0.40%
09/21/1970	82.62	-0.86%
09/22/1970	81.91	-0.06%
09/23/1970	81.86	0.06%
09/24/1970	81.91	-0.31%
09/25/1970	81.66	1.43%
09/28/1970	82.83	1.30%
09/29/1970	83.91	-0.06%
09/30/1970	83.86	0.52%
10/01/1970	84.3	0.02%
10/02/1970	84.32	1.00%
10/05/1970	85.16	1.54%
10/06/1970	86.47	0.44%
10/07/1970	86.85	0.05%
10/08/1970	86.89	-1.08%
10/09/1970	85.95	-1.01%
10/12/1970	85.05	-1.07%
10/13/1970	84.17	-0.13%
10/14/1970	84.06	0.15%
10/15/1970	84.19	0.55%
10/16/1970	84.65	-0.44%
10/19/1970	84.28	-1.34%
10/20/1970	83.15	0.59%
10/21/1970	83.64	0.02%
10/22/1970	83.66	-0.33%
10/23/1970	83.38	0.47%
10/26/1970	83.77	-0.55%
10/27/1970	83.31	-0.23%
10/28/1970	83.12	0.37%
10/29/1970	83.43	-0.08%
10/30/1970	83.36	-0.13%
11/02/1970	83.25	0.31%
11/03/1970	83.51	0.85%
11/04/1970	84.22	0.20%
11/05/1970	84.39	-0.34%
11/06/1970	84.1	0.14%
11/09/1970	84.22	0.53%
11/10/1970	84.67	0.14%
11/11/1970	84.79	0.28%
11/12/1970	85.03	-1.03%
11/13/1970	84.15	-0.93%
11/16/1970	83.37	-0.16%
11/17/1970	83.24	0.28%
11/18/1970	83.47	-0.81%
11/19/1970	82.79	0.14%
11/20/1970	82.91	0.98%
11/23/1970	83.72	0.62%
11/24/1970	84.24	0.64%
11/25/1970	84.78	0.37%
11/27/1970	85.09	0.99%
11/30/1970	85.93	1.48%
12/01/1970	87.2	0.31%
12/02/1970	87.47	1.15%
12/03/1970	88.48	0.47%
12/04/1970	88.9	0.63%
12/07/1970	89.46	0.54%
12/08/1970	89.94	-0.52%
12/09/1970	89.47	0.08%
12/10/1970	89.54	0.42%
12/11/1970	89.92	0.38%
12/14/1970	90.26	-0.51%
12/15/1970	89.8	-0.16%
12/16/1970	89.66	0.07%
12/17/1970	89.72	0.36%
12/18/1970	90.04	0.20%
12/21/1970	90.22	-0.31%
12/22/1970	89.94	0.11%
12/23/1970	90.04	0.07%
12/24/1970	90.1	0.57%
12/28/1970	90.61	0.53%
12/29/1970	91.09	1.09%
12/30/1970	92.08	0.21%
12/31/1970	92.27	-0.13%
01/04/1971	92.15	-1.09%
01/05/1971	91.15	0.71%
01/06/1971	91.8	0.60%
01/07/1971	92.35	0.03%
01/08/1971	92.38	-0.21%
01/11/1971	92.19	-0.23%
01/12/1971	91.98	0.80%
01/13/1971	92.72	-0.17%
01/14/1971	92.56	0.26%
01/15/1971	92.8	0.25%
01/18/1971	93.03	0.41%
01/19/1971	93.41	0.37%
01/20/1971	93.76	0.02%
01/21/1971	93.78	0.44%
01/22/1971	94.19	0.73%
01/25/1971	94.88	0.42%
01/26/1971	95.28	0.33%
01/27/1971	95.59	-0.73%
01/28/1971	94.89	0.34%
01/29/1971	95.21	0.70%
02/01/1971	95.88	0.56%
02/02/1971	96.42	0.01%
02/03/1971	96.43	0.21%
02/04/1971	96.63	-0.01%
02/05/1971	96.62	0.32%
02/08/1971	96.93	0.54%
02/09/1971	97.45	0.06%
02/10/1971	97.51	-0.12%
02/11/1971	97.39	0.53%
02/12/1971	97.91	0.53%
02/16/1971	98.43	0.23%
02/17/1971	98.66	-0.47%
02/18/1971	98.2	-0.65%
02/19/1971	97.56	-0.84%
02/22/1971	96.65	-1.05%
02/23/1971	95.72	0.39%
02/24/1971	96.09	0.67%
02/25/1971	96.73	0.24%
02/26/1971	96.96	-0.22%
03/01/1971	96.75	0.26%
03/02/1971	97.0	-0.02%
03/03/1971	96.98	-0.03%
03/04/1971	96.95	1.00%
03/05/1971	97.92	1.06%
03/08/1971	98.96	0.42%
03/09/1971	99.38	0.08%
03/10/1971	99.46	-0.16%
03/11/1971	99.3	0.09%
03/12/1971	99.39	0.18%
03/15/1971	99.57	1.14%
03/16/1971	100.71	0.50%
03/17/1971	101.21	-0.09%
03/18/1971	101.12	0.07%
03/19/1971	101.19	-0.18%
03/22/1971	101.01	-0.39%
03/23/1971	100.62	-0.34%
03/24/1971	100.28	-0.66%
03/25/1971	99.62	-0.01%
03/26/1971	99.61	0.34%
03/29/1971	99.95	0.08%
03/30/1971	100.03	0.23%
03/31/1971	100.26	0.05%
04/01/1971	100.31	0.08%
04/02/1971	100.39	0.17%
04/05/1971	100.56	0.23%
04/06/1971	100.79	0.71%
04/07/1971	101.51	0.46%
04/08/1971	101.98	0.12%
04/12/1971	102.1	0.76%
04/13/1971	102.88	0.10%
04/14/1971	102.98	0.38%
04/15/1971	103.37	0.15%
04/16/1971	103.52	-0.03%
04/19/1971	103.49	0.50%
04/20/1971	104.01	-0.38%
04/21/1971	103.61	-0.24%
04/22/1971	103.36	0.19%
04/23/1971	103.56	0.47%
04/26/1971	104.05	-0.11%
04/27/1971	103.94	0.63%
04/28/1971	104.59	0.17%
04/29/1971	104.77	-0.13%
04/30/1971	104.63	-0.65%
05/03/1971	103.95	-0.63%
05/04/1971	103.29	0.48%
05/05/1971	103.79	-0.01%
05/06/1971	103.78	-0.53%
05/07/1971	103.23	-0.35%
05/10/1971	102.87	-0.50%
05/11/1971	102.36	0.25%
05/12/1971	102.62	0.27%
05/13/1971	102.9	-0.20%
05/14/1971	102.69	-0.47%
05/17/1971	102.08	-1.49%
05/18/1971	100.69	0.14%
05/19/1971	100.83	0.24%
05/20/1971	101.07	0.24%
05/21/1971	101.31	-0.32%
05/24/1971	100.99	-0.85%
05/25/1971	100.13	-0.66%
05/26/1971	99.47	0.12%
05/27/1971	99.59	-0.19%
05/28/1971	99.4	0.23%
06/01/1971	99.63	0.57%
06/02/1971	100.2	0.76%
06/03/1971	100.96	0.05%
06/04/1971	101.01	0.29%
06/07/1971	101.3	-0.21%
06/08/1971	101.09	-0.76%
06/09/1971	100.32	-0.03%
06/10/1971	100.29	0.35%
06/11/1971	100.64	0.43%
06/14/1971	101.07	-0.84%
06/15/1971	100.22	0.10%
06/16/1971	100.32	0.20%
06/17/1971	100.52	-0.02%
06/18/1971	100.5	-1.52%
06/21/1971	98.97	-1.11%
06/22/1971	97.87	-0.29%
06/23/1971	97.59	0.84%
06/24/1971	98.41	-0.28%
06/25/1971	98.13	-0.14%
06/28/1971	97.99	-0.26%
06/29/1971	97.74	1.10%
06/30/1971	98.82	-0.12%
07/01/1971	99.16	1.09%
07/02/1971	99.78	0.00%
07/06/1971	99.78	-0.02%
07/07/1971	99.76	0.28%
07/08/1971	100.04	0.30%
07/09/1971	100.34	0.35%
07/12/1971	100.69	0.13%
07/13/1971	100.82	-1.31%
07/14/1971	99.5	-0.28%
07/15/1971	99.22	0.06%
07/16/1971	99.28	-0.17%
07/19/1971	99.11	-0.18%
07/20/1971	98.93	0.39%
07/21/1971	99.32	-0.04%
07/22/1971	99.28	-0.17%
07/23/1971	99.11	-0.17%
07/26/1971	98.94	-0.81%
07/27/1971	98.14	-0.37%
07/28/1971	97.78	-0.73%
07/29/1971	97.07	-1.08%
07/30/1971	96.02	-0.46%
08/02/1971	95.58	0.40%
08/03/1971	95.96	-1.51%
08/04/1971	94.51	-0.66%
08/05/1971	93.89	0.21%
08/06/1971	94.09	0.17%
08/09/1971	94.25	-0.76%
08/10/1971	93.53	0.01%
08/11/1971	93.54	1.20%
08/12/1971	94.81	1.42%
08/13/1971	96.0	-0.32%
08/16/1971	97.9	3.21%
08/17/1971	98.76	1.25%
08/18/1971	99.99	-1.39%
08/19/1971	98.6	-0.45%
08/20/1971	98.16	0.17%
08/23/1971	98.33	0.94%
08/24/1971	99.25	1.16%
08/25/1971	100.4	0.01%
08/26/1971	100.41	-0.17%
08/27/1971	100.24	0.24%
08/30/1971	100.48	-0.96%
08/31/1971	99.52	-0.49%
09/01/1971	99.03	0.04%
09/02/1971	99.07	0.22%
09/03/1971	99.29	1.41%
09/07/1971	100.69	0.46%
09/08/1971	101.15	0.19%
09/09/1971	101.34	-0.53%
09/10/1971	100.8	-0.38%
09/13/1971	100.42	-0.35%
09/14/1971	100.07	-0.73%
09/15/1971	99.34	0.43%
09/16/1971	99.77	-0.11%
09/17/1971	99.66	0.30%
09/20/1971	99.96	-0.28%
09/21/1971	99.68	-0.34%
09/22/1971	99.34	-0.88%
09/23/1971	98.47	-0.09%
09/24/1971	98.38	-0.23%
09/27/1971	98.15	-0.54%
09/28/1971	97.62	0.27%
09/29/1971	97.88	0.02%
09/30/1971	97.9	0.45%
10/01/1971	98.34	0.60%
10/04/1971	98.93	0.28%
10/05/1971	99.21	-0.10%
10/06/1971	99.11	0.72%
10/07/1971	99.82	0.20%
10/08/1971	100.02	-0.66%
10/11/1971	99.36	-0.15%
10/12/1971	99.21	0.36%
10/13/1971	99.57	-0.54%
10/14/1971	99.03	-0.91%
10/15/1971	98.13	-0.35%
10/18/1971	97.79	-0.45%
10/19/1971	97.35	-0.36%
10/20/1971	97.0	-1.39%
10/21/1971	95.65	-0.05%
10/22/1971	95.6	-0.03%
10/25/1971	95.57	-0.49%
10/26/1971	95.02	-0.38%
10/27/1971	94.74	-1.00%
10/28/1971	93.79	0.18%
10/29/1971	93.96	0.29%
11/01/1971	94.23	-1.52%
11/02/1971	92.8	0.41%
11/03/1971	93.27	1.86%
11/04/1971	94.91	-0.13%
11/05/1971	94.79	-0.35%
11/08/1971	94.46	-0.07%
11/09/1971	94.39	0.07%
11/10/1971	94.46	-1.11%
11/11/1971	93.41	-1.38%
11/12/1971	92.12	0.00%
11/15/1971	92.12	-0.34%
11/16/1971	91.81	0.98%
11/17/1971	92.71	0.15%
11/18/1971	92.85	-0.78%
11/19/1971	92.13	-0.56%
11/22/1971	91.61	-0.90%
11/23/1971	90.79	-0.69%
11/24/1971	90.16	0.19%
11/26/1971	90.33	1.78%
11/29/1971	92.04	1.60%
11/30/1971	93.41	0.62%
12/01/1971	93.99	1.54%
12/02/1971	95.44	0.42%
12/03/1971	95.84	1.27%
12/06/1971	97.06	-0.57%
12/07/1971	96.51	0.37%
12/08/1971	96.87	0.05%
12/09/1971	96.96	0.04%
12/10/1971	97.69	0.75%
12/13/1971	97.97	0.29%
12/14/1971	97.67	-0.31%
12/15/1971	98.54	0.89%
12/16/1971	99.74	1.22%
12/17/1971	100.26	0.52%
12/20/1971	101.55	1.29%
12/21/1971	101.8	0.25%
12/22/1971	101.18	-0.61%
12/23/1971	100.74	-0.43%
12/27/1971	100.95	0.21%
12/28/1971	101.95	0.99%
12/29/1971	102.21	0.26%
12/30/1971	101.78	-0.42%
12/31/1971	102.09	0.30%
01/03/1972	102.09	-0.41%
01/04/1972	101.67	0.41%
01/05/1972	102.09	0.95%
01/06/1972	103.06	0.44%
01/07/1972	103.51	-0.04%
01/10/1972	103.47	-0.14%
01/11/1972	103.32	0.32%
01/12/1972	103.65	-0.06%
01/13/1972	103.59	-0.58%
01/14/1972	102.99	0.39%
01/17/1972	103.39	0.30%
01/18/1972	103.7	0.34%
01/19/1972	104.05	-0.16%
01/20/1972	103.88	0.00%
01/21/1972	103.88	-0.22%
01/24/1972	103.65	-1.04%
01/25/1972	102.57	0.13%
01/26/1972	102.7	-0.19%
01/27/1972	102.5	0.98%
01/28/1972	103.5	0.64%
01/31/1972	104.16	-0.21%
02/01/1972	103.94	0.07%
02/02/1972	104.01	0.64%
02/03/1972	104.68	-0.04%
02/04/1972	104.64	0.21%
02/07/1972	104.86	-0.31%
02/08/1972	104.54	0.19%
02/09/1972	104.74	0.77%
02/10/1972	105.55	0.04%
02/11/1972	105.59	-0.48%
02/14/1972	105.08	-0.47%
02/15/1972	104.59	0.42%
02/16/1972	105.03	0.56%
02/17/1972	105.62	-0.03%
02/18/1972	105.59	-0.29%
02/22/1972	105.28	0.01%
02/23/1972	105.29	0.09%
02/24/1972	105.38	0.07%
02/25/1972	105.45	0.69%
02/28/1972	106.18	0.01%
02/29/1972	106.19	0.36%
03/01/1972	106.57	0.73%
03/02/1972	107.35	-0.03%
03/03/1972	107.32	0.58%
03/06/1972	107.94	0.77%
03/07/1972	108.77	0.09%
03/08/1972	108.87	0.08%
03/09/1972	108.96	-0.02%
03/10/1972	108.94	-0.51%
03/13/1972	108.38	-0.97%
03/14/1972	107.33	0.26%
03/15/1972	107.61	0.13%
03/16/1972	107.75	-0.23%
03/17/1972	107.5	0.39%
03/20/1972	107.92	-0.31%
03/21/1972	107.59	-0.84%
03/22/1972	106.69	0.14%
03/23/1972	106.84	0.85%
03/24/1972	107.75	-0.21%
03/27/1972	107.52	-0.20%
03/28/1972	107.3	-0.12%
03/29/1972	107.17	-0.63%
03/30/1972	106.49	0.67%
04/03/1972	107.2	0.26%
04/04/1972	107.48	0.60%
04/05/1972	108.12	0.81%
04/06/1972	109.0	0.49%
04/07/1972	109.53	0.08%
04/10/1972	109.62	-0.16%
04/11/1972	109.45	0.28%
04/12/1972	109.76	0.38%
04/13/1972	110.18	-0.25%
04/14/1972	109.91	-0.06%
04/17/1972	109.84	-0.30%
04/18/1972	109.51	0.24%
04/19/1972	109.77	-0.52%
04/20/1972	109.2	-0.15%
04/21/1972	109.04	-0.14%
04/24/1972	108.89	-0.64%
04/25/1972	108.19	-0.99%
04/26/1972	107.12	-0.21%
04/27/1972	106.89	0.15%
04/28/1972	107.05	0.58%
05/01/1972	107.67	-0.91%
05/02/1972	106.69	-0.57%
05/03/1972	106.08	-0.08%
05/04/1972	105.99	0.25%
05/05/1972	106.25	0.36%
05/08/1972	106.63	-0.46%
05/09/1972	106.06	-1.32%
05/10/1972	104.74	0.65%
05/11/1972	105.42	0.33%
05/12/1972	105.77	0.58%
05/15/1972	106.38	0.45%
05/16/1972	106.86	-0.19%
05/17/1972	106.66	0.22%
05/18/1972	106.89	0.98%
05/19/1972	107.94	0.96%
05/22/1972	108.98	0.65%
05/23/1972	109.69	0.08%
05/24/1972	109.78	0.48%
05/25/1972	110.31	0.14%
05/26/1972	110.46	0.18%
05/30/1972	110.66	-0.28%
05/31/1972	110.35	-0.74%
06/01/1972	109.53	0.15%
06/02/1972	109.69	0.04%
06/05/1972	109.73	-0.83%
06/06/1972	108.82	-0.56%
06/07/1972	108.21	-0.52%
06/08/1972	107.65	-0.34%
06/09/1972	107.28	-0.39%
06/12/1972	106.86	0.14%
06/13/1972	107.01	0.50%
06/14/1972	107.55	0.78%
06/15/1972	108.39	0.05%
06/16/1972	108.44	-0.07%
06/19/1972	108.36	-0.23%
06/20/1972	108.11	0.42%
06/21/1972	108.56	0.21%
06/22/1972	108.79	-0.10%
06/23/1972	108.68	-0.38%
06/26/1972	108.23	-0.73%
06/27/1972	107.48	-0.10%
06/28/1972	107.37	-0.33%
06/29/1972	107.02	-0.19%
06/30/1972	106.82	0.30%
07/03/1972	107.14	0.33%
07/05/1972	107.49	0.57%
07/06/1972	108.28	0.87%
07/07/1972	109.04	-0.32%
07/10/1972	108.69	-0.53%
07/11/1972	108.11	-0.73%
07/12/1972	107.32	-0.40%
07/13/1972	106.89	-0.57%
07/14/1972	106.28	0.49%
07/17/1972	106.8	-0.86%
07/18/1972	105.88	-0.05%
07/19/1972	105.83	0.29%
07/20/1972	106.14	-0.31%
07/21/1972	105.81	0.80%
07/24/1972	106.66	1.18%
07/25/1972	107.92	-0.30%
07/26/1972	107.6	-0.07%
07/27/1972	107.53	-0.23%
07/28/1972	107.28	0.09%
07/31/1972	107.38	0.01%
08/01/1972	107.39	0.94%
08/02/1972	108.4	0.82%
08/03/1972	109.29	0.78%
08/04/1972	110.14	0.26%
08/07/1972	110.43	0.16%
08/08/1972	110.61	0.07%
08/09/1972	110.69	0.15%
08/10/1972	110.86	0.17%
08/11/1972	111.05	0.81%
08/14/1972	111.95	0.54%
08/15/1972	112.55	-0.44%
08/16/1972	112.06	-0.36%
08/17/1972	111.66	-0.29%
08/18/1972	111.34	0.38%
08/21/1972	111.76	-0.04%
08/22/1972	111.72	0.62%
08/23/1972	112.41	-0.13%
08/24/1972	112.26	-1.10%
08/25/1972	111.02	-0.32%
08/28/1972	110.67	-0.40%
08/29/1972	110.23	0.16%
08/30/1972	110.41	0.14%
08/31/1972	110.57	0.47%
09/01/1972	111.09	0.38%
09/05/1972	111.51	-0.25%
09/06/1972	111.23	-0.61%
09/07/1972	110.55	-0.24%
09/08/1972	110.29	-0.13%
09/11/1972	110.15	-0.58%
09/12/1972	109.51	-0.95%
09/13/1972	108.47	0.40%
09/14/1972	108.9	0.03%
09/15/1972	108.93	-0.11%
09/18/1972	108.81	-0.18%
09/19/1972	108.61	-0.06%
09/20/1972	108.55	0.05%
09/21/1972	108.6	-0.16%
09/22/1972	108.43	0.08%
